max_rpm,energy,duration,speed,weight
1277,1887,0.18,80.3,19581
1325,1619,0.151,99.2,20335
531,1034,0.277,57.8,8017
161,235,0.202,71.5,2451
154,546,0.467,31.4,2264
708,1682,0.293,49.4,10477
190,210,0.155,87.0,2784
1477,6632,0.653,25.1,21480
4361,13837,0.411,33.9,62773
4187,8523,0.287,50.1,63252
1841,2566,0.187,74.1,26346
295,707,0.342,43.8,4569
3984,4608,0.174,93.5,58510
4284,23657,0.746,18.5,64043
296,760,0.342,43.4,4316
2381,3055,0.184,73.8,35800
420,1683,0.521,30.3,6135
3212,4775,0.223,69.1,46205
6748,31347,0.63,24.8,98925
154,1072,0.992,15.0,2249
4268,27298,0.777,20.9,66931
1478,1905,0.157,93.7,22848
6292,10374,0.252,59.7,90111
838,1104,0.191,81.7,12332
3692,11194,0.377,39.9,55044
167,278,0.222,63.3,2552
472,978,0.265,54.5,7424
171,175,0.145,95.1,2599
6052,9554,0.191,77.3,90804
3164,5362,0.202,75.7,48870
3622,24722,0.978,14.2,56167
5234,10255,0.259,59.5,78452
187,466,0.311,52.0,2790
586,691,0.155,93.5,9039
177,556,0.427,33.2,2640
316,1050,0.472,34.3,4562
326,735,0.331,47.0,4905
865,2871,0.433,31.9,12532
397,1930,0.681,21.6,5718
189,265,0.178,87.2,2968
246,462,0.253,60.2,3851
236,329,0.175,87.5,3558
6053,8540,0.179,84.8,90003
2580,8851,0.449,35.4,38998
5774,11619,0.244,59.3,88151
755,4607,0.893,17.5,11172
376,560,0.178,92.4,5942
3170,7267,0.316,46.4,45426
464,1184,0.349,45.4,7166
448,1142,0.382,37.2,6451
318,664,0.279,51.5,4966
215,888,0.499,32.7,3321
353,895,0.31,43.7,5454
561,713,0.173,82.0,8029
1769,2252,0.176,85.1,27933
172,548,0.393,37.4,2554
315,645,0.295,52.2,4556
3212,3842,0.159,88.6,47373
233,1752,0.93,14.7,3553
532,574,0.162,90.0,7641
4080,15385,0.507,29.7,58892
242,355,0.214,71.1,3666
185,311,0.245,62.4,2764
928,1762,0.253,59.8,13312
456,495,0.163,87.3,6528
1202,7392,0.825,19.1,18123
3201,7356,0.334,41.2,46416
223,405,0.241,58.4,3420
1276,1680,0.189,83.0,19391
931,3693,0.486,29.5,14450
227,293,0.182,82.3,3514
1555,3862,0.315,46.0,22971
389,1675,0.556,27.0,5833
874,1231,0.186,78.3,13484
182,1342,0.907,18.2,2759
794,1463,0.259,56.3,12073
463,3086,0.977,15.7,6632
3445,8892,0.384,42.1,49914
164,293,0.24,64.1,2499
714,1428,0.253,60.1,10285
788,1835,0.328,46.4,12019
2311,5605,0.308,48.6,34103
1319,5101,0.524,30.4,18911
1793,3286,0.268,51.0,27202
2837,3838,0.169,95.8,41803
3809,5626,0.176,86.5,58329
444,2576,0.696,23.1,6828
1102,8758,1.067,12.7,16410
3737,4326,0.171,94.0,53499
6367,11332,0.241,57.4,95957
4516,8902,0.268,58.4,64907
593,766,0.184,80.3,8553
279,906,0.406,38.3,4291
895,2071,0.288,53.4,13567
2461,2467,0.144,97.2,36396
917,1437,0.213,70.5,13736
847,4345,0.601,23.8,13241
3715,17414,0.69,22.0,53107
562,2206,0.554,28.4,8223
3828,4559,0.174,79.0,57782
662,1952,0.411,36.6,9821
461,4529,1.287,11.9,7222
787,823,0.151,95.0,11812
2745,11503,0.647,25.3,39482
226,2304,1.387,10.9,3274
282,928,0.448,31.3,4312
5530,16578,0.444,31.2,82700
270,671,0.315,48.0,3973
1209,1476,0.158,92.8,18432
1229,1423,0.158,89.1,19287
905,1937,0.266,51.1,13579
1677,3831,0.324,47.0,24913
311,592,0.255,60.0,4914
1111,4090,0.436,31.9,17377
555,4179,1.041,14.7,8577
1747,2477,0.173,94.5,26618
232,1129,0.613,26.8,3475
1218,5208,0.58,27.9,18660
269,567,0.303,52.5,4128
411,710,0.26,54.2,5948
302,2598,1.198,11.7,4705
272,1402,0.636,23.3,4089
3523,8649,0.349,44.0,50569
412,621,0.224,71.5,6115
5121,17663,0.465,30.6,75194
5885,13006,0.311,48.1,88900
1186,2271,0.257,60.2,18688
236,268,0.165,90.0,3499
584,1720,0.378,39.3,8657
2904,13132,0.644,22.0,45326
559,1266,0.305,54.0,8418
195,249,0.193,77.2,2811
1142,6773,0.759,19.9,17660
3623,7761,0.294,48.2,54558
2988,26427,1.297,11.6,45007
272,2156,1.096,13.0,3967
1913,3719,0.264,53.5,27799
324,874,0.389,36.8,4738
308,388,0.157,86.1,4696
3899,7052,0.237,64.2,61101
348,803,0.288,50.9,5311
380,986,0.347,46.7,5601
136,267,0.249,54.8,2005
4206,30407,0.999,13.6,60293
2947,3722,0.179,90.4,44424
1572,1721,0.139,99.8,23272
2519,10200,0.513,26.3,37645
233,1336,0.674,20.8,3625
797,3845,0.697,22.9,12014
529,920,0.229,69.5,7902
201,300,0.209,69.5,2886
881,1244,0.18,86.3,13395
5124,7773,0.193,77.7,73339
156,378,0.321,50.5,2339
406,680,0.21,65.2,6254
291,483,0.222,71.9,4504
326,608,0.25,56.1,5077
4637,9391,0.278,52.8,69892
792,1171,0.207,68.1,12481
821,1538,0.259,60.2,12395
2740,4187,0.229,68.0,39194
248,421,0.232,65.2,3660
920,1392,0.209,74.7,13454
689,1286,0.227,67.9,10753
1373,2881,0.279,56.8,20661
6512,9871,0.199,71.4,99827
2811,5627,0.293,50.5,40578
612,2231,0.44,31.8,9484
3381,34146,1.46,10.1,50935
262,552,0.258,60.4,3899
150,276,0.247,63.2,2253
306,334,0.16,97.5,4450
491,1247,0.339,42.5,7574
970,2266,0.341,45.5,14739
1522,5368,0.519,28.2,22187
4712,34053,0.999,16.3,70489
970,1356,0.183,79.6,14697
902,3102,0.471,32.5,14212
166,306,0.243,64.8,2434
160,276,0.226,71.9,2292
1165,2476,0.283,52.4,17275
766,873,0.164,88.9,11104
3559,7295,0.296,49.9,53305
243,687,0.406,35.6,3749
139,196,0.171,90.6,2205
784,1106,0.186,87.5,11585
337,1412,0.56,24.8,5064
166,1375,1.231,12.3,2428
2314,14339,0.895,18.1,34048
216,634,0.386,35.8,3094
1441,1653,0.154,97.5,21604
397,876,0.267,60.3,6005
257,805,0.372,43.6,3942
587,782,0.167,90.0,8835
3180,5849,0.267,50.8,45989
589,1579,0.36,38.4,9272
2634,2889,0.161,94.7,37719
228,287,0.16,86.5,3267
2767,3226,0.162,85.9,41109
331,741,0.282,56.1,5053
1834,3003,0.194,81.0,28307
1192,5966,0.613,26.1,18292
4825,8667,0.224,61.6,75791
605,607,0.143,98.5,9100
165,535,0.442,36.2,2590
146,206,0.192,81.5,2155
3343,8142,0.294,54.1,50796
1007,10209,1.213,13.6,15579
2779,3962,0.205,78.7,41509
349,1433,0.598,25.2,5003
524,847,0.216,66.8,7714
149,961,0.859,17.7,2249
5893,6432,0.162,95.2,86015
1861,5313,0.4,36.3,27272
5334,21861,0.52,30.4,77004
365,1962,0.637,21.6,5650
1510,1842,0.166,95.1,21871
1857,2679,0.184,74.1,28430
482,638,0.195,76.7,6926
3599,8470,0.293,54.9,55200
5653,9661,0.261,52.7,81325
4446,22756,0.756,19.9,63734
2316,3758,0.231,60.4,36031
413,1453,0.502,32.2,5921
384,525,0.163,97.9,6018
5613,9479,0.2,81.7,86646
138,367,0.342,47.2,2082
2303,11486,0.665,23.6,32928
2110,2629,0.174,80.7,31689
1531,7877,0.687,21.0,22853
6538,27928,0.554,27.0,96204
472,1780,0.526,29.0,6774
518,914,0.264,60.1,7561
176,250,0.175,80.8,2723
738,1935,0.363,38.3,11306
355,2165,0.848,17.6,5553
518,1028,0.27,51.8,7663
3378,4825,0.201,77.3,52353
5053,20261,0.508,29.9,77694
286,1122,0.528,29.8,4136
562,587,0.144,95.3,8588
5076,7067,0.171,95.9,75638
168,184,0.136,99.1,2547
183,231,0.175,82.7,2870
248,1144,0.577,26.9,3781
1355,4670,0.469,29.1,20524
249,640,0.339,40.6,3603
5780,16627,0.355,38.6,88259
756,847,0.159,96.1,11481
975,1467,0.2,81.0,14226
359,568,0.202,75.2,5249
866,3486,0.573,26.7,12623
1856,1931,0.158,91.9,26644
2593,2743,0.16,84.5,37779
2521,9655,0.549,24.7,38179
1319,1579,0.183,88.4,19180
4589,13287,0.4,34.5,68787
3191,22435,0.955,17.3,48953
2526,3608,0.202,69.1,38657
161,288,0.225,68.8,2486
132,994,0.882,18.5,2054
296,934,0.377,38.7,4591
1709,2014,0.158,99.4,26812
691,1078,0.205,71.1,9991
671,999,0.19,75.7,9653
4281,16648,0.484,29.2,63667
4581,33424,0.934,17.1,66460
4525,15144,0.409,34.9,70095
473,1449,0.443,32.4,6828
1992,7258,0.53,31.1,29861
369,1528,0.53,27.3,5787
270,459,0.239,61.7,4215
269,943,0.417,39.5,4118
485,645,0.174,83.8,7625
703,3226,0.55,26.6,10752
3289,8395,0.308,51.8,51616
207,2018,1.286,11.2,3196
2308,4358,0.266,53.4,35452
1118,7447,0.983,15.0,15993
400,508,0.159,98.0,6169
892,1230,0.168,81.2,13750
439,957,0.27,54.1,6465
1422,7795,0.817,17.8,20594
719,1142,0.225,63.3,10917
263,341,0.198,78.3,3804
207,794,0.529,27.2,3155
1097,2263,0.251,61.1,16976
4473,5781,0.18,83.3,68265
517,693,0.179,79.1,7680
2314,3025,0.174,82.3,35186
1784,1995,0.157,89.1,26307
4966,5671,0.145,94.4,76509
3376,8202,0.33,46.5,49642
1204,2250,0.254,61.2,18351
1734,2339,0.172,81.2,26139
4505,6776,0.211,72.7,67198
648,810,0.165,99.6,9545
466,4789,1.222,11.2,7181
143,389,0.357,42.0,2086
3457,11100,0.445,35.3,50735
2979,9775,0.406,33.6,45906
210,842,0.527,30.0,3009
1294,2052,0.223,73.8,19102
815,4992,0.781,17.6,12283
204,326,0.208,76.7,3182
6199,9963,0.202,72.4,92679
298,950,0.428,32.6,4632
172,646,0.457,32.8,2601
1353,2141,0.206,66.6,20495
2453,3349,0.192,78.6,36003
146,170,0.153,88.9,2270
1810,2308,0.181,86.7,26313
1051,1152,0.155,96.8,16046
198,326,0.239,62.3,2995
268,290,0.154,91.8,3927
1245,1612,0.176,82.8,18450
416,480,0.155,90.5,6375
5177,50420,1.422,11.0,78559
3216,3634,0.145,96.9,49209
6310,12706,0.292,52.6,93773
362,455,0.175,81.8,5523
6055,29607,0.721,21.4,88830
726,1797,0.331,45.6,10806
500,1535,0.429,34.4,7788
159,495,0.428,36.2,2435
159,851,0.699,21.1,2458
1976,2706,0.193,82.5,29973
801,8594,1.448,10.8,11996
323,931,0.397,38.1,4851
1509,7432,0.628,25.7,22087
347,722,0.254,63.0,5378
1334,4831,0.459,32.9,19160
534,1686,0.411,33.3,8152
3276,7169,0.282,54.0,50144
3367,5722,0.212,68.7,49587
889,4584,0.723,20.9,12942
519,2387,0.599,25.8,7889
564,1929,0.479,32.2,8260
3237,3750,0.159,97.6,46764
494,1123,0.34,45.7,7220
288,518,0.216,63.9,4531
191,677,0.443,31.7,2785
850,1611,0.284,54.1,12414
894,6174,0.883,16.7,13187
3670,30607,1.203,13.1,53667
332,593,0.266,52.2,4752
587,1414,0.307,45.9,8878
3014,14601,0.68,22.3,47259
3330,5195,0.209,71.9,50158
573,583,0.144,99.4,9004
786,1966,0.323,45.6,12052
440,667,0.205,66.2,6550
5023,5856,0.141,96.7,76809
216,269,0.162,84.8,3181
5310,10512,0.294,51.7,77168
1920,2969,0.211,76.4,29033
1109,5764,0.663,21.5,16001
145,287,0.243,56.1,2272
886,2913,0.445,35.1,12854
678,3269,0.656,24.5,9857
246,529,0.288,48.4,3757
1703,8919,0.673,21.8,26076
5839,9027,0.192,72.9,89327
1239,2258,0.271,51.1,18037
2256,4788,0.267,57.8,32762
171,876,0.708,23.2,2614
689,3488,0.688,22.6,10247
202,375,0.263,62.5,3152
1461,1666,0.15,98.7,21986
5502,33299,0.868,18.7,78610
1714,4998,0.395,35.7,26629
188,232,0.157,88.3,2700
551,3732,0.946,16.5,8009
1203,1394,0.165,88.8,17242
624,1214,0.253,57.2,9684
3377,7991,0.332,46.7,52163
3072,9073,0.383,37.9,48431
1493,4387,0.414,36.7,21903
582,1642,0.384,37.5,8620
350,514,0.177,89.6,5430
207,272,0.192,75.1,3026
523,880,0.215,70.3,8016
646,757,0.166,81.9,10069
1861,6491,0.479,33.1,28134
1678,3056,0.234,65.6,26255
171,329,0.274,51.4,2631
617,832,0.176,80.4,9387
281,739,0.378,37.8,4072
253,455,0.224,67.9,3693
3372,4423,0.169,89.4,50885
160,346,0.31,46.2,2356
691,4622,0.974,16.0,10308
253,502,0.286,56.4,3861
4252,9487,0.331,41.1,62371
1200,1916,0.209,70.5,17677
333,423,0.16,95.6,4944
963,1889,0.284,53.7,14277
2374,4474,0.261,52.0,34978
5593,8450,0.205,68.9,84887
327,1726,0.709,19.3,4737
4126,13902,0.463,32.8,64065
5353,7022,0.167,92.7,77336
4731,7497,0.199,70.3,72110
1541,16947,1.293,11.2,24020
1582,5724,0.51,28.4,23500
637,1100,0.223,71.5,9684
2610,3550,0.179,78.8,37960
1058,1473,0.177,85.6,15983
1919,5589,0.437,36.3,28312
698,1001,0.17,93.8,10689
2264,4924,0.259,59.8,34980
3317,4605,0.198,72.7,50324
238,448,0.251,63.7,3546
3522,18713,0.747,21.0,52017
1112,1438,0.161,96.7,16556
3807,18417,0.651,21.1,54461
734,2112,0.414,32.9,10809
612,748,0.187,83.2,8810
4599,8548,0.249,65.7,71728
340,449,0.185,85.4,5342
3555,7153,0.284,56.4,54365
853,2350,0.345,43.9,13285
998,1215,0.155,93.0,14943
446,3889,1.171,13.3,6685
1264,1724,0.18,87.1,18819
487,1676,0.505,30.8,7137
162,212,0.189,86.4,2332
401,1958,0.648,22.5,5796
131,218,0.219,62.2,2050
6026,8038,0.18,89.9,91880
5688,10908,0.266,52.6,87459
605,965,0.202,77.2,9383
2313,3588,0.196,82.4,34554
518,727,0.189,76.3,7736
1791,2185,0.171,93.3,27618
3180,7198,0.289,50.2,46712
5539,23045,0.621,25.6,81197
607,4561,0.959,14.3,9571
2826,9801,0.481,32.2,42838
392,2088,0.679,22.9,5660
6432,12541,0.249,60.2,96288
145,654,0.584,26.6,2212
1378,13201,1.205,13.5,21203
1714,15754,1.186,13.2,26394
1888,2648,0.193,84.8,29512
220,391,0.235,63.2,3203
5025,14023,0.357,42.2,78625
265,329,0.158,90.5,4063
1454,10478,1.009,16.3,22859
327,308,0.139,98.2,4779
423,753,0.223,65.5,6652
1109,4566,0.543,26.5,16960
686,996,0.206,71.1,10228
247,366,0.207,78.7,3743
254,601,0.3,48.6,3903
669,868,0.186,87.5,10267
2656,11966,0.627,23.6,38692
4684,15425,0.458,35.1,67088
182,1093,0.818,18.4,2779
591,2466,0.498,29.0,9308
188,636,0.472,31.5,2960
145,182,0.16,92.6,2134
1784,11660,0.839,17.0,26623
1447,3096,0.296,48.5,21114
257,498,0.243,57.9,3784
346,414,0.16,90.9,4991
151,183,0.154,99.8,2194
3596,4912,0.188,77.8,52430
6023,7204,0.161,97.4,90573
222,348,0.204,80.8,3397
329,341,0.151,96.7,4946
3985,6533,0.202,73.7,59762
5055,31569,0.815,17.2,75000
666,1679,0.318,46.2,10326
165,304,0.23,68.2,2438
154,436,0.34,41.6,2333
1274,3575,0.406,34.6,18886
603,1152,0.236,62.0,9301
148,192,0.17,94.0,2237
1267,11359,1.169,13.1,19586
144,236,0.207,79.2,2090
2898,5031,0.216,75.0,43526
429,497,0.144,96.8,6632
148,166,0.145,93.8,2341
1355,1930,0.187,78.6,19981
613,1264,0.265,56.8,9477
6311,22724,0.53,28.4,90258
1124,1958,0.235,59.1,16811
383,486,0.176,78.9,5870
2172,2415,0.151,90.6,32088
376,597,0.198,81.1,5784
4730,18487,0.593,27.6,68756
566,987,0.216,64.0,8663
1201,2753,0.354,39.9,17188
164,1555,1.272,10.8,2437
730,3094,0.576,28.0,10592
3312,22149,0.811,20.2,51902
3069,4093,0.166,85.8,46752
328,1024,0.433,33.3,4809
327,905,0.41,35.6,4843
3162,3956,0.156,96.4,48933
5004,13449,0.352,44.1,76163
189,1940,1.382,10.9,2904
784,2533,0.46,35.5,11632
491,2301,0.665,20.7,7487
3943,23872,0.826,19.3,60298
179,1174,0.854,17.0,2772
301,524,0.231,63.4,4568
2454,11152,0.578,27.0,37970
170,455,0.383,42.5,2444
884,1330,0.179,87.6,13735
782,1850,0.328,48.2,11276
489,620,0.17,92.4,7398
616,1123,0.264,54.8,9362
1031,2785,0.344,45.9,15899
254,392,0.204,77.5,3760
1272,8674,0.91,16.6,18742
3104,21064,0.837,18.1,46712
2492,4731,0.23,68.7,39130
253,580,0.296,53.8,3651
250,292,0.179,81.1,3585
378,473,0.172,92.5,5710
553,1403,0.355,45.0,8212
655,1137,0.223,63.7,9885
1870,4017,0.284,55.1,28563
159,188,0.143,98.3,2496
152,181,0.162,84.8,2290
637,723,0.165,92.1,9265
1940,7228,0.493,32.9,30583
286,341,0.171,79.5,4262
1702,5448,0.471,33.9,24599
358,1360,0.522,28.8,5526
4134,4897,0.169,95.0,64041
4553,47369,1.366,11.7,66493
416,521,0.166,96.9,6398
317,1500,0.675,23.4,4917
658,931,0.191,83.7,9995
337,1115,0.403,34.8,5124
1919,4823,0.347,41.6,27758
3415,13396,0.482,29.5,50639
1838,3519,0.251,62.7,27835
3364,9282,0.338,41.3,50301
658,902,0.203,69.2,9451
236,2497,1.414,11.4,3686
2321,18446,0.989,15.8,35874
571,3821,0.85,19.0,8193
1926,4293,0.292,47.7,27637
371,513,0.176,83.3,5765
176,201,0.16,89.9,2748
6424,19956,0.422,32.0,97139
234,393,0.233,61.7,3684
6470,8504,0.185,79.2,95571
5841,16664,0.383,36.0,91495
2844,7085,0.325,46.8,44637
1756,3609,0.256,57.2,26385
1336,5493,0.616,22.1,19173
3919,36016,1.265,12.3,59225
407,1951,0.66,23.8,6205
872,1440,0.241,66.4,12462
1508,9865,0.9,16.6,22560
657,2872,0.606,27.1,9991
701,2329,0.402,40.4,10649
470,3191,0.891,17.0,7280
1213,4566,0.544,27.3,18182
3692,4064,0.147,92.0,55735
286,2745,1.332,11.7,4399
4983,8058,0.221,68.8,77375
1938,5186,0.366,44.6,29632
3342,5018,0.217,70.5,50089
1122,2406,0.262,63.0,17619
2716,11913,0.533,30.1,42209
148,197,0.19,86.2,2130
3290,6804,0.267,54.3,49139
149,189,0.166,84.0,2340
4417,10352,0.341,46.5,65007
6177,7631,0.161,98.6,96904
431,569,0.178,79.3,6318
311,336,0.163,96.9,4553
2702,5575,0.271,56.3,39935
367,741,0.263,52.6,5381
3777,6094,0.192,78.0,59100
203,251,0.183,89.2,2990
210,228,0.155,96.8,3273
6045,17056,0.405,39.2,92167
1943,2512,0.166,81.9,27916
3663,15667,0.542,29.0,54937
496,1049,0.276,59.1,7113
1803,8105,0.573,26.2,28206
1360,3614,0.352,41.3,20446
1349,1671,0.165,93.8,21172
1950,10831,0.702,23.1,28882
1212,2122,0.21,66.9,18991
691,1216,0.232,63.4,10715
382,1902,0.669,20.9,5885
2763,8072,0.381,39.3,40441
312,546,0.249,60.7,4846
2070,9787,0.608,26.8,30013
319,442,0.18,82.1,4982
1467,1779,0.156,97.5,23091
2452,10586,0.551,29.3,37178
328,1305,0.539,26.8,4705
162,367,0.305,50.9,2528
213,370,0.204,77.3,3338
1463,4815,0.41,35.3,21409
3629,33102,1.187,11.8,55489
162,308,0.256,58.7,2384
2285,2708,0.152,96.1,35345
504,1198,0.316,45.2,7601
846,2431,0.343,47.8,13002
5022,5545,0.154,97.2,75706
501,748,0.222,72.5,7328
844,1263,0.189,74.7,12348
140,267,0.269,60.6,2109
191,234,0.163,97.7,2752
358,572,0.221,72.0,5500
144,197,0.162,90.6,2230
1594,2565,0.205,72.9,23643
715,1152,0.201,76.2,10603
1086,4086,0.439,36.1,17073
266,780,0.43,37.3,3960
419,535,0.171,80.5,6365
1833,6104,0.442,36.7,26844
5999,12451,0.269,60.6,87307
163,543,0.471,32.4,2436
4125,5935,0.168,83.5,65127
1290,7214,0.8,19.9,19104
1240,1743,0.179,84.7,18159
920,1762,0.248,64.2,14157
174,782,0.594,26.8,2623
198,324,0.234,58.8,2842
1370,4178,0.432,35.4,20987
492,1406,0.382,39.1,7591
4683,13986,0.392,41.6,72350
658,4478,0.917,15.7,9813
244,262,0.143,98.7,3503
2207,20045,1.261,12.8,32757
411,619,0.2,69.6,6301
1056,3027,0.358,43.4,15623
2069,3403,0.211,68.1,30663
4556,11066,0.361,42.1,67694
2856,5119,0.217,70.6,44354
1904,3019,0.195,75.6,28193
1890,3536,0.228,72.1,28556
5135,29624,0.686,20.3,80933
425,692,0.212,69.1,6362
140,403,0.42,35.2,2008
380,3651,1.222,12.6,5795
327,757,0.311,47.3,4690
1704,3583,0.281,49.0,26635
1627,3562,0.314,52.0,23860
1306,2004,0.201,73.4,20384
138,421,0.384,37.8,2131
2323,6415,0.387,38.4,34610
477,3283,0.916,15.4,7090
1847,2798,0.192,71.8,26973
1189,1931,0.228,61.1,17645
514,1411,0.338,41.4,7643
235,323,0.192,73.5,3385
191,336,0.253,58.4,2893
3354,6934,0.294,52.2,51731
4680,9658,0.275,56.0,72670
1677,2426,0.201,67.3,25409
204,375,0.234,69.4,2997
613,2239,0.443,36.0,9639
2223,13485,0.723,22.7,34631
2706,13012,0.605,24.1,42259
213,359,0.229,67.5,3175
129,150,0.158,88.6,2000
2089,5611,0.34,46.9,32428
542,2286,0.554,25.3,8070
370,490,0.185,78.1,5412
137,201,0.176,84.9,2103
1112,1457,0.171,89.3,16557
3574,7004,0.235,64.6,55861
5894,6847,0.158,87.5,84726
1199,11422,1.297,11.4,18289
1047,6487,0.828,19.7,14965
194,1160,0.879,18.3,2789
1173,1797,0.206,74.1,17121
561,4056,0.936,16.3,8843
1439,2530,0.253,54.7,21504
584,1206,0.268,52.5,9150
354,925,0.376,38.0,5120
198,226,0.169,88.3,2899
478,2260,0.619,25.3,6855
196,520,0.357,41.7,2918
266,337,0.174,79.7,3995
6356,55408,1.163,12.7,95166
749,1183,0.198,70.6,11364
1064,1366,0.189,83.5,16020
4121,4589,0.149,93.9,60993
6835,8231,0.168,88.9,98281
1315,4238,0.402,38.7,19545
3315,5485,0.226,62.8,48017
496,2697,0.81,17.0,7186
441,1479,0.457,33.2,6614
634,3659,0.739,18.5,9665
1877,5022,0.398,38.4,27771
1912,2757,0.178,88.8,28843
438,1101,0.351,41.2,6864
221,376,0.247,60.6,3367
1660,3551,0.332,49.0,23738
210,497,0.291,51.3,3304
1306,1615,0.17,97.3,19225
2077,5287,0.381,36.7,30139
2097,3904,0.235,66.5,30999
2559,5796,0.323,47.8,38120
4138,30511,1.04,15.5,60812
935,1686,0.255,54.0,14139
2225,3255,0.172,83.2,34809
1572,8720,0.736,18.9,22541
274,2173,1.002,16.3,4150
149,623,0.62,23.8,2211
407,629,0.206,78.8,6087
720,1099,0.191,75.2,11316
1558,2490,0.228,60.9,22360
3815,7398,0.276,52.1,55601
277,392,0.17,89.9,4309
228,300,0.203,79.0,3268
5916,7838,0.176,83.1,86686
202,291,0.195,83.2,3052
876,1408,0.21,67.8,13000
1265,2824,0.304,51.2,19764
1115,1409,0.179,87.8,16626
178,218,0.153,93.3,2800
167,1532,1.118,12.1,2499
202,1649,0.997,14.6,3021
1367,1329,0.142,96.3,19766
1146,3589,0.464,34.9,16821
324,469,0.185,88.6,4990
1678,4163,0.349,45.0,24243
3321,19697,0.757,20.7,49465
158,976,0.825,17.2,2353
904,4007,0.57,24.1,14039
2047,7472,0.49,32.5,29658
373,698,0.281,54.0,5366
456,733,0.213,73.1,6666
1535,1764,0.16,98.8,22058
4383,10568,0.296,49.7,67080
3283,5425,0.246,56.6,47540
1303,2620,0.279,57.0,19577
2242,4815,0.254,58.5,34806
564,1189,0.282,56.6,8333
1666,18297,1.373,10.8,24547
808,8958,1.393,10.2,12389
267,1701,0.746,18.8,4204
2013,12329,0.822,19.1,31135
1164,1678,0.207,73.4,17637
524,2231,0.517,28.4,8134
4568,6203,0.165,90.5,70691
143,179,0.162,93.6,2170
479,507,0.145,97.8,6878
170,209,0.155,94.5,2498
2626,7825,0.417,34.5,40117
2172,4186,0.262,55.9,31180
494,1934,0.582,25.8,7311
1866,2215,0.17,82.6,28116
625,758,0.163,90.0,9412
2546,3469,0.169,86.6,38537
767,1812,0.293,49.0,11821
661,1157,0.211,78.3,10034
5178,25719,0.731,18.8,77465
356,2950,1.133,13.6,5336
219,269,0.18,77.8,3203
1293,2963,0.332,48.3,19685
6040,6891,0.163,99.6,88690
589,3262,0.784,18.8,8769
177,230,0.184,87.0,2549
497,937,0.268,53.2,7542
1003,1190,0.165,84.4,14474
259,353,0.173,83.5,3768
1774,2164,0.157,92.4,26249
6710,21137,0.399,36.8,99123
748,950,0.153,95.5,11709
558,2440,0.623,23.7,8011
614,4493,0.899,17.4,9589
210,480,0.291,48.8,3138
4150,4778,0.16,84.5,63341
670,1545,0.285,52.6,10134
613,791,0.175,84.6,9099
1832,2156,0.181,75.7,26413
748,2793,0.482,28.8,11272
1765,2059,0.158,95.4,25255
171,1179,0.918,15.5,2543
3107,4038,0.178,90.8,48252
5118,14798,0.375,37.4,79235
1723,3056,0.246,55.0,25308
5330,14168,0.309,48.0,83716
240,1244,0.646,25.5,3616
832,2484,0.365,42.2,12946
1394,5246,0.532,27.4,21061
1330,4496,0.478,28.3,19470
638,2615,0.557,26.8,9618
483,979,0.261,54.0,7506
213,280,0.189,81.8,3284
609,1174,0.249,61.2,9259
241,290,0.158,90.4,3779
2378,3647,0.204,67.3,35374
305,446,0.219,72.0,4527
160,263,0.218,70.1,2514
1145,2905,0.318,50.5,17357
1356,2034,0.198,72.0,20526
3972,30439,0.95,16.3,60587
1281,1575,0.159,87.4,19111
507,743,0.18,80.0,7726
3059,10060,0.482,32.1,46272
1136,1591,0.202,79.1,16555
175,1787,1.299,11.1,2727
1234,5355,0.538,29.6,18297
4654,35394,0.979,15.9,69779
616,847,0.181,80.2,9426
434,610,0.207,78.0,6374
234,316,0.181,83.2,3505
240,2653,1.485,10.4,3616
736,1560,0.272,55.1,10871
1412,2044,0.202,73.4,20562
191,883,0.669,24.0,2741
5331,7610,0.21,68.5,78945
2653,13512,0.775,17.6,38368
1257,6011,0.613,26.3,19846
3417,7492,0.302,52.8,51111
177,293,0.212,68.8,2736
826,4091,0.608,23.1,12917
1573,6217,0.582,26.7,23525
3494,12361,0.484,28.4,51154
2832,10784,0.469,31.5,42866
400,1326,0.453,30.4,5912
5284,13374,0.336,45.6,79351
215,320,0.197,68.8,3253
4004,9340,0.311,49.4,61355
5880,7998,0.194,79.8,89254
262,370,0.2,74.7,3999
2280,10344,0.656,21.4,33713
150,1188,0.959,14.4,2341
624,756,0.162,89.0,9768
1020,7117,0.867,17.2,15072
1298,6801,0.661,23.4,19387
5152,45439,1.126,12.0,77832
1785,3402,0.235,66.6,27743
868,1497,0.251,62.4,13143
3258,3613,0.15,98.8,47494
5707,7253,0.162,89.8,82405
148,337,0.341,47.0,2180
5952,16328,0.365,43.4,93390
189,571,0.448,36.7,2801
3141,15114,0.616,23.7,48378
391,1999,0.723,22.4,5988
216,1049,0.628,21.9,3354
765,4241,0.727,20.3,11177
1680,5453,0.471,31.6,24836
598,1839,0.394,37.6,8876
167,179,0.159,96.5,2475
1354,2190,0.226,62.1,20868
4525,5312,0.163,98.9,68263
605,1651,0.348,43.5,8955
315,790,0.317,51.2,4662
775,1836,0.344,39.2,11296
157,645,0.582,26.5,2416
3392,17063,0.644,22.9,49546
3359,4123,0.158,95.1,50694
1352,1479,0.159,98.8,19953
528,4066,1.01,14.0,7960
3182,14724,0.6,23.5,45691
1130,2596,0.324,48.1,17515
